#purity EB:         purity EB error:      purity EE:      purity EE error:
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9612409354666666  0.01721366277833347   0.9232578112983333   0.04426306202466668
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9657104593263334  0.015233616496666658   0.9296478600020001   0.02750138579299999
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
0.9819289765320001  0.008033783562999885   0.9149493319753333   0.047701439598333395
