#purity EB:         purity EB error:      purity EE:          purity EE error:
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.9165495814580001      0.02129023792400009   0.859453235025  0.03769281117199996
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.935175461539  0.016343402514999994    0.8668725049456666  0.028872674388333408
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
0.9610830087516667  0.013802011657333302   0.8334821231056667  0.0368792779756667
